"state","acclength","areacode","interplan","vmailplan","vmailmess","daycalls","daycharge","evecalls","evecharge","nightcalls","nightcharge","intlcalls","intlcharge","custservcalls","churn"
"MT",113,415,"no","no",0,93,36.7,85,20.41,123,7.05,5,1.32,3,"no"
"ID",88,415,"no","yes",31,91,30.87,120,18.12,104,9.35,4,3.08,1,"no"
"AK",120,415,"no","no",0,97,30.33,113,14.31,93,5.42,9,2.51,1,"no"
"UT",74,415,"no","no",0,84,18.09,104,11.92,81,4.09,3,3.08,1,"no"
"AR",109,510,"no","no",0,101,29.02,82,20.42,112,5.36,4,3.08,2,"no"
"LA",162,510,"no","yes",33,139,31.37,78,15.57,106,5.73,6,3.32,0,"no"
"KS",124,510,"no","yes",37,109,27.4,79,17.36,87,10.42,4,2.4,1,"no"
"OR",177,408,"no","no",0,77,14.43,109,21.89,66,9.47,5,2.03,2,"no"
"WI",91,510,"no","no",0,71,37.04,116,19.56,110,10.44,2,2.86,1,"no"
"CO",105,408,"no","no",0,98,46.05,110,19.23,60,8.05,5,2.38,0,"yes"
"KS",24,510,"no","no",0,91,41.31,77,15.63,109,8.29,6,4.13,0,"yes"
"IA",86,408,"no","no",0,115,21.47,112,14.35,95,6.96,7,2.65,2,"no"
"NE",91,510,"no","no",0,109,27.03,142,21.68,73,3.71,4,2.73,0,"no"
"ID",56,510,"no","no",0,79,25.65,87,13.75,115,7.55,5,3.16,3,"no"
"TX",64,415,"no","no",0,116,28.56,94,16.35,98,7.49,3,2.73,2,"no"
"ND",136,510,"yes","no",0,90,43.66,104,19.56,82,6.46,10,2.46,3,"no"
"MT",116,415,"no","yes",35,122,31.08,119,18.08,103,8.72,2,2.97,1,"no"
"NC",45,408,"no","yes",38,92,33.46,108,21.61,85,11.78,2,2.08,1,"no"
"MN",122,415,"no","no",0,120,23.82,128,19.67,127,8.46,5,3.02,2,"no"
"MA",132,415,"no","no",0,66,19.99,108,18.19,94,10.78,5,2.38,1,"no"
"PA",101,415,"yes","no",0,108,32.93,98,15.86,100,10.04,8,3.13,0,"no"
"GA",58,510,"no","no",0,105,41.33,108,19.67,120,8.14,4,2.11,2,"no"
"NV",81,415,"no","no",0,132,24.72,91,10.99,109,8.39,4,1.4,1,"no"
"TX",87,415,"no","no",0,105,28.75,102,14.44,106,11.02,10,2.67,3,"no"
"ME",116,510,"no","no",0,93,38.98,111,15.68,91,7.57,3,2.38,2,"no"
"MN",62,510,"no","yes",33,84,31.69,136,17.09,103,12.9,3,3,2,"yes"
"NH",90,415,"no","no",0,121,12.94,73,24.68,89,10.66,3,2.92,0,"no"
"TN",98,415,"no","no",0,65,27.68,109,15.73,104,9.88,3,1.62,2,"no"
"RI",107,510,"yes","no",0,83,33.05,84,21.06,93,11.04,7,3.02,2,"no"
"NH",55,408,"no","yes",20,95,32.18,113,10.08,102,11.26,4,3.38,2,"no"
"NC",30,510,"no","no",0,76,24.65,112,20.46,134,8.87,4,1.92,3,"no"
"MA",40,408,"no","yes",31,69,38.2,81,11.43,104,5.41,5,2.03,1,"yes"
"TN",72,408,"no","no",0,79,24.99,103,13.8,80,7.33,4,2.84,1,"no"
"WY",95,415,"no","yes",39,130,44.34,111,18.14,97,8.8,5,2.73,1,"no"
"IN",86,415,"no","no",0,112,28.25,81,21.7,97,10.26,7,1.46,1,"no"
"NJ",131,415,"no","no",0,115,36.01,102,22.14,96,6.49,7,2.92,0,"no"
"MT",74,415,"no","no",0,102,27.66,105,24.82,80,8.25,6,2.35,0,"no"
"ND",81,408,"yes","yes",37,76,40.31,125,22.46,120,12.21,3,2.13,1,"no"
"AL",111,510,"no","no",0,62,29.99,124,17.09,138,6.77,2,3.02,0,"no"
"NV",3,510,"no","yes",27,116,11.46,78,20.74,93,12.65,2,3.08,2,"no"
"MI",51,415,"no","no",0,129,39.05,104,28.56,128,8.68,1,2.59,1,"yes"
"FL",68,415,"no","yes",24,118,29.92,116,23.62,71,7.86,7,3.97,1,"no"
"NY",163,408,"no","no",0,77,42.11,108,22.91,82,7.53,7,2.59,0,"yes"
"KS",87,510,"no","no",0,90,19.62,68,22.32,69,11.06,5,3.54,2,"no"
"NC",58,510,"no","no",0,95,19.07,108,17.82,78,11.74,1,3.75,0,"yes"
"MN",109,408,"no","no",0,138,27.64,109,13.09,118,9.44,4,3.11,0,"no"
"UT",144,415,"no","no",0,96,23.73,93,10.56,75,4.3,4,4.05,2,"no"
"IL",107,415,"no","yes",14,132,19.43,91,16.98,74,8.76,8,2.03,1,"no"
"OH",149,408,"no","no",0,108,33.37,96,11.63,87,6.96,3,2.08,2,"no"
"MA",56,510,"no","no",0,95,43.04,116,15.98,133,6.39,4,1.19,1,"no"
"OR",129,408,"no","no",0,99,16.66,62,20.46,123,11.47,4,2.84,0,"no"
"CA",92,408,"no","no",0,118,42.4,95,17.98,116,7.61,3,2.46,0,"no"
"WV",67,415,"no","yes",30,107,22.03,104,19.81,93,13.37,5,3.92,1,"no"
"VT",120,415,"no","no",0,106,37.62,98,22.75,80,5.02,7,2.51,0,"no"
"ID",166,415,"no","no",0,106,37.52,118,15.11,102,9.27,9,3.35,1,"no"
"OR",66,408,"no","no",0,76,14.89,111,22.27,125,8.31,5,2.48,1,"no"
"GA",76,408,"no","no",0,61,34.61,127,13.74,97,7.92,3,2.27,0,"no"
"HI",98,415,"no","yes",31,112,30.87,100,18.76,121,10.63,4,3.48,2,"no"
"AZ",141,510,"no","yes",22,123,36.62,98,27.94,89,7.22,6,2.11,1,"no"
"UT",49,415,"no","no",0,90,45.27,117,17.66,98,9.23,2,3.78,2,"yes"
"IA",46,510,"no","no",0,111,33.86,83,14.88,84,9.48,2,2.75,3,"no"
"CT",137,415,"no","no",0,130,19.55,83,11.71,61,10.08,4,1.97,3,"no"
"WA",171,408,"no","no",0,69,45.99,112,19.55,111,6.12,5,2.59,1,"yes"
"VA",10,415,"no","no",0,127,37.77,125,13.01,80,10.23,4,3.48,1,"no"
"CO",88,510,"no","no",0,78,10.52,114,22.32,110,9.56,2,2.38,3,"no"
"LA",89,415,"no","no",0,92,23.99,126,21.17,73,6.12,2,2.92,2,"no"
"TX",82,415,"no","no",0,81,32.16,117,15.67,83,11.51,5,2.86,3,"yes"
"SD",139,510,"no","no",0,135,33.32,146,15.81,92,6.89,1,2.65,3,"no"
"VA",87,415,"no","no",0,119,29.17,107,17.43,114,7.68,4,3.73,0,"no"
"NY",137,415,"yes","no",0,123,29.58,115,13.71,98,11.73,3,3.08,2,"no"
"WA",45,510,"no","no",0,106,13.36,110,15.92,111,8.29,5,2,1,"yes"
"WI",90,415,"no","no",0,92,34.15,91,13.97,98,11.21,7,2.4,1,"no"
"TN",103,415,"no","no",0,123,24.02,87,21.56,96,9.71,2,1.73,1,"no"
"WA",110,510,"no","no",0,100,31.47,88,14.03,104,5.02,4,1.7,3,"no"
"NH",124,415,"no","no",0,113,43.23,104,6.71,69,6.89,2,3.19,2,"no"
"MT",10,510,"no","no",0,103,31.11,77,18.26,73,9.29,6,2.35,2,"no"
"WA",121,408,"no","no",0,98,35.34,96,17.89,114,4.93,2,2.08,2,"no"
"WI",101,415,"no","no",0,102,42.26,93,14.87,86,9.32,3,1.65,3,"no"
"AR",103,415,"no","yes",31,105,31.52,126,16.8,110,6.62,4,3.92,2,"no"
"WI",51,408,"no","no",0,60,33.63,64,18.79,134,7.59,5,2.4,1,"no"
"VA",118,415,"no","no",0,112,26.28,105,15.66,102,9.78,5,3.4,2,"no"
"VA",130,408,"no","no",0,119,35.9,120,19.64,80,9.94,9,1.7,2,"no"
"ID",193,415,"no","no",0,92,16.46,103,12.12,115,9.45,5,2.94,2,"yes"
"TN",114,510,"no","no",0,145,29.24,101,23.49,100,8.72,9,2.73,1,"no"
"AZ",137,415,"no","no",0,91,23.99,100,12.51,75,11.46,7,2.16,2,"no"
"MT",185,408,"no","yes",29,121,25.69,88,20.8,91,6.95,2,3.73,2,"no"
"OK",101,408,"no","no",0,107,35.63,96,19.45,85,7.76,2,2.05,3,"no"
"ID",95,415,"no","yes",32,109,41.99,91,10.68,90,10.19,4,2.84,3,"no"
"KS",126,408,"no","no",0,99,54.62,93,14.27,106,8.71,4,2.16,1,"yes"
"MS",124,415,"no","no",0,85,42.76,98,18.21,71,8.37,6,3,3,"no"
"WY",97,510,"yes","no",0,107,40.27,105,13.4,120,10.85,2,1.97,0,"yes"
"TX",28,415,"no","no",0,79,27.15,131,18.42,116,9.3,3,2.51,2,"no"
"HI",190,408,"no","no",0,86,25.65,129,22.83,73,8.1,1,3.97,1,"no"
"IL",31,415,"no","yes",28,101,35.79,86,21.29,125,10.87,2,3.11,1,"no"
"AK",52,415,"no","yes",24,71,29.05,80,17.12,124,7.15,5,1.11,2,"no"
"MD",73,510,"no","no",0,80,43.3,79,7.67,60,6.9,8,2.86,0,"no"
"MA",111,415,"no","no",0,89,48.35,113,13.35,91,10.93,8,2.27,0,"yes"
"NC",111,408,"no","no",0,117,38.23,127,16.31,97,10.35,3,2.78,0,"no"
"VT",59,408,"no","no",0,98,25.81,92,17.84,86,12.01,5,3.21,1,"no"
"KY",71,510,"no","yes",22,107,24.04,105,13.86,99,9.9,3,1.51,2,"no"
"WA",55,408,"no","no",0,124,48.57,106,19.63,140,10.38,7,4,0,"yes"
"LA",13,415,"no","no",0,121,9.93,64,22.29,115,7.15,5,3.21,1,"no"
"WA",136,415,"no","yes",16,105,15.37,109,17.11,115,10.22,4,3.54,0,"no"
"ME",123,408,"no","no",0,91,19.45,123,18.41,102,11.28,3,2.97,0,"no"
"WI",105,408,"no","no",0,103,25.11,78,18.93,102,7.36,3,3.46,2,"no"
"IA",118,415,"no","no",0,120,23.14,103,17.36,90,10.27,4,3.05,1,"no"
"AZ",97,408,"no","no",0,84,28.85,86,14.1,83,8.64,6,3.46,3,"no"
"ND",51,510,"no","no",0,89,38.62,106,16.52,126,10.95,2,4.02,0,"no"
"VT",73,415,"no","no",0,91,37.03,97,18.75,89,12.48,6,2.78,1,"yes"
"HI",35,415,"no","no",0,102,21.11,115,10.53,100,6.11,8,3.54,2,"no"
"WY",64,415,"no","no",0,76,35.05,76,19.75,96,11.32,2,3.67,1,"no"
"WV",63,510,"no","no",0,122,22.59,62,5.7,121,7.22,2,2.67,3,"no"
"OK",117,415,"no","yes",31,115,17.83,125,20.2,104,11.85,6,2.08,3,"no"
"CT",115,415,"no","no",0,97,41.65,75,21.31,124,12.16,8,3.7,1,"yes"
"UT",162,408,"no","no",0,118,31.37,95,19.04,82,8.12,3,3.13,1,"no"
"NY",89,415,"no","no",0,66,15.22,104,15.24,116,10.13,1,3.32,3,"no"
"VA",94,415,"yes","no",0,131,40.05,107,16.56,93,7.68,4,2.32,1,"no"
"SD",86,415,"no","no",0,75,38.06,109,13.23,143,6.76,9,1.97,1,"no"
"PA",96,510,"no","no",0,125,30.52,139,13.8,133,11.9,2,1.78,1,"no"
"ND",190,415,"no","no",0,102,28.8,113,21.55,93,8.87,5,2.4,1,"no"
"CT",80,408,"no","no",0,90,20.08,77,12.27,86,10.13,6,2.21,1,"no"
"MI",97,408,"no","yes",32,129,28.63,97,19.2,95,8.63,7,2.3,0,"no"
"VT",84,415,"no","yes",42,112,36.43,107,16,117,15.01,10,3.05,0,"no"
"VT",131,415,"no","yes",34,134,26.62,95,6.04,120,11.78,10,3.62,1,"no"
"IL",58,415,"yes","yes",43,96,24.28,100,23.15,105,8.7,4,2.4,1,"no"
"MO",36,415,"no","no",0,115,34.41,115,19.61,127,9.09,2,2.75,3,"no"
"WI",54,415,"no","no",0,119,19.86,123,10.46,101,9.79,2,3.24,1,"no"
"NJ",45,510,"no","no",0,110,26.47,103,22.13,98,8.65,1,2.97,1,"no"
"GA",125,415,"no","yes",39,107,40.14,110,24.58,107,7.89,4,2.46,2,"no"
"VT",72,415,"no","yes",21,113,23.48,83,22.11,118,6.09,2,2.21,2,"no"
"CT",141,408,"no","no",0,108,8.82,83,13.77,115,10.06,3,2.73,3,"no"
"AZ",113,510,"no","no",0,116,13.82,124,18.75,113,10.61,3,2.4,0,"no"
"SD",20,415,"no","yes",35,98,29.16,127,13.01,125,7.45,3,1.92,0,"no"
"OH",94,510,"no","no",0,62,33,54,19.31,115,8.57,4,4.13,1,"no"
"NY",40,510,"no","no",0,105,19.67,113,10.86,91,4.84,6,2.51,1,"no"
"NE",86,510,"no","yes",29,118,26.72,136,16.69,109,10.2,5,2.27,3,"no"
"NC",170,415,"no","no",0,107,41.89,124,19.39,95,7.49,8,2.46,0,"no"
"HI",105,510,"no","no",0,121,38.66,89,22.82,82,6.45,4,3.51,1,"no"
"UT",103,415,"no","no",0,110,32.27,83,9.82,103,8.61,4,3.29,0,"no"
"TX",98,408,"no","yes",19,87,18.79,97,19.36,84,10.96,4,2.97,1,"no"
"WI",112,408,"no","no",0,88,28.53,81,21.07,108,6.98,4,3.21,0,"no"
"NE",70,415,"no","no",0,86,36.28,77,17.4,101,11.55,4,1.54,1,"no"
"KY",126,510,"no","no",0,120,29.82,71,8.36,93,9.09,1,2.86,0,"no"
"NV",87,510,"no","yes",39,113,14.04,63,19.07,88,7.36,1,2.57,3,"no"
"MO",86,415,"no","no",0,139,21.34,93,22.93,110,10.61,8,2.4,1,"no"
"NJ",1,415,"no","yes",30,95,31.13,110,19.77,110,11.17,2,2.27,0,"no"
"NH",133,408,"no","no",0,91,27.56,94,18.03,78,11.72,5,3.29,1,"no"
"NC",103,510,"no","no",0,84,28.32,91,16.35,115,7.56,6,2.08,1,"no"
"MT",131,415,"no","yes",24,60,23.1,78,19.82,121,9.48,4,2.54,1,"no"
"SD",95,408,"no","yes",20,78,28.17,94,18.33,91,10.95,6,2.65,0,"no"
"VA",182,415,"no","no",0,90,29.94,106,14.87,134,10.56,4,2.62,1,"no"
"LA",99,510,"no","no",0,89,24.19,95,17.38,114,9.14,1,2.46,0,"no"
"NV",27,510,"no","no",0,121,30.19,92,25.23,106,8.68,3,2.05,3,"no"
"AK",141,408,"no","no",0,74,14.14,104,16.2,79,6.77,7,2.89,1,"no"
"OH",29,415,"yes","yes",37,101,39.95,79,15.58,106,6.29,7,1.54,2,"no"
"MN",37,415,"no","yes",20,81,45,110,18.4,102,9.48,7,2.81,0,"no"
"WY",127,415,"yes","yes",28,117,16.3,131,13.56,132,6.88,3,2.81,1,"no"
"WA",78,408,"no","no",0,77,23.92,114,16.59,107,11.38,5,3.16,0,"no"
"NM",55,510,"no","no",0,148,20.35,96,19.7,113,10,2,1.24,2,"no"
"VA",86,415,"no","yes",30,84,16.98,125,22.4,90,11.46,7,2.65,2,"no"
"RI",176,415,"no","no",0,108,42.65,100,14.57,85,6.69,6,2.59,2,"no"
"AL",96,415,"yes","no",0,117,34.1,120,24.61,95,4.42,5,3.02,2,"no"
"WV",11,510,"no","yes",38,130,35.67,84,16.71,79,10.49,7,1.89,1,"no"
"WV",48,415,"no","yes",34,70,33.66,121,23.26,71,9.81,4,2.05,1,"no"
"NJ",127,510,"no","no",0,107,40.77,121,10.96,110,11.25,5,3.05,1,"no"
"TN",63,415,"no","no",0,75,27.97,118,12.57,97,11.37,2,3.02,0,"no"
"MI",79,510,"no","no",0,107,37.55,97,16.34,74,7.25,2,3.29,1,"no"
"UT",47,408,"no","yes",37,150,19.18,97,20.73,112,8.04,6,3.56,2,"no"
"IL",89,415,"yes","yes",19,114,19.14,132,22.24,116,5.56,2,3,0,"yes"
"MI",83,510,"no","yes",26,117,38.49,97,19.95,82,6.01,7,2.92,1,"no"
"ND",60,510,"no","no",0,99,34.54,131,20.04,112,10.12,6,4.08,2,"no"
"VT",122,415,"no","no",0,115,23.24,137,20.66,110,8.5,4,2.32,0,"no"
"WA",136,408,"no","no",0,97,25.94,85,17.76,99,5.36,10,1.35,1,"no"
"NC",172,408,"no","yes",47,102,46.73,118,15.86,123,11.03,2,2.38,1,"no"
"ME",102,510,"no","no",0,116,33.27,87,17.77,73,9.05,3,2.24,1,"yes"
"SD",113,415,"yes","no",0,82,34.73,115,16.05,97,6.27,7,2.48,1,"no"
"WV",79,415,"no","no",0,99,37.79,82,12.43,82,12.4,4,2.4,3,"no"
"LA",111,415,"no","yes",28,104,21.9,52,13.37,76,6.63,2,2.78,2,"no"
"GA",160,415,"no","no",0,105,29.63,107,14.56,131,9.94,2,2.24,0,"no"
"NV",93,408,"no","no",0,100,19.43,103,18.79,88,5.68,9,2.94,0,"no"
"IN",101,415,"no","yes",33,137,37.35,94,15.88,113,8.3,2,2.57,2,"no"
"VA",77,510,"no","no",0,136,24.63,115,12.86,73,11.36,3,3.32,2,"no"
"UT",105,415,"no","yes",40,111,40.21,110,9.95,115,9.95,3,2.19,2,"no"
"UT",133,408,"no","yes",44,80,29.58,113,17.8,87,10.08,7,3.81,2,"yes"
"MO",131,408,"no","no",0,95,18.62,48,28.23,108,11.64,7,1.78,1,"no"
"CT",106,510,"no","yes",33,120,13.87,85,20.03,113,6.79,4,2.67,1,"no"
"HI",118,415,"no","no",0,113,22.68,92,10.29,129,11.46,4,1.59,1,"no"
"MD",125,408,"no","no",0,94,23.31,83,17.83,114,10.73,4,2.32,1,"no"
"VA",95,415,"no","no",0,88,33.49,68,16.18,104,9.54,8,4.35,0,"no"
"SC",145,408,"no","no",0,78,6.72,106,22.47,90,8.36,6,2.7,0,"no"
"CO",37,408,"no","no",0,107,33.92,110,17.64,123,3.78,4,2.19,2,"no"
"ID",87,415,"no","no",0,93,26.66,68,18.34,77,10.05,6,2.05,1,"no"
"AL",69,415,"no","no",0,85,31.18,100,20.2,94,10.26,5,2.43,3,"no"
"CO",83,510,"no","no",0,120,22.51,101,10.34,84,8.9,2,2.32,1,"no"
"UT",195,415,"no","no",0,108,10.74,88,18.72,99,8.28,3,1.38,0,"no"
"DE",67,415,"yes","yes",35,59,30.79,116,18.35,106,9.73,4,4.56,0,"yes"
"OH",75,510,"no","yes",27,102,19.98,127,17.58,114,8.75,7,1.13,3,"no"
"RI",123,415,"no","yes",27,79,37.18,78,13.89,116,7.82,1,4.05,0,"no"
"FL",41,415,"no","yes",41,95,35.24,120,11.67,74,5.21,3,1.59,1,"no"
"OH",75,415,"no","no",0,99,25.6,83,25.63,104,7.14,5,2.19,0,"no"
"MD",76,415,"yes","no",0,66,46.46,121,22.41,84,7.43,7,3.24,1,"yes"
"IL",86,415,"yes","no",0,120,45.24,92,15.47,103,9.29,4,2.78,1,"no"
"PA",140,408,"no","no",0,89,19.18,65,13.32,85,11.23,6,4.4,0,"no"
"AZ",70,415,"no","no",0,112,17.8,104,6.99,110,7.62,7,4.27,3,"no"
"NH",121,510,"no","yes",35,62,32.95,97,16.8,95,9.85,4,1.59,0,"no"
"RI",112,415,"no","no",0,102,28.66,117,25.33,110,8.76,5,2.65,1,"no"
"HI",118,415,"no","no",0,122,43.04,78,17.09,108,8.79,7,2.62,2,"no"
"NJ",66,415,"no","yes",16,92,29.7,105,19.73,98,13.74,2,2.4,1,"no"
"WI",78,408,"no","no",0,102,14.79,64,16.46,120,9.26,5,2.97,0,"no"
"MD",129,415,"no","yes",34,79,34.77,113,11.29,117,8.55,9,4,2,"no"
"OR",6,408,"no","no",0,93,38.51,122,12.93,98,7.4,4,2.54,3,"no"
"NV",107,510,"yes","no",0,91,39.8,105,13.86,100,12.71,3,2.7,1,"no"
"AR",107,415,"yes","no",0,106,22.66,89,15.55,123,10.85,2,3.48,3,"yes"
"MT",138,415,"no","no",0,87,22.76,110,14.14,139,8.71,3,4.16,1,"no"
"CT",103,510,"no","no",0,104,27.23,70,11.81,97,14.06,2,2.62,0,"no"
"UT",116,415,"no","yes",44,94,39.2,103,19.05,76,10.98,2,3,0,"no"
"GA",189,408,"no","no",0,84,38.66,81,14.96,120,9.27,4,1.7,2,"no"
"NV",161,415,"no","no",0,120,12.38,120,22.7,91,10.01,2,3.19,2,"no"
"TN",1,415,"no","no",0,107,33.34,82,25.2,91,9.52,2,1.89,1,"no"
"DE",89,408,"no","no",0,110,33.51,115,14.1,106,10.23,3,3.46,1,"no"
"NY",64,408,"no","no",0,126,37.33,100,25.78,65,6.95,5,2.62,1,"no"
"IA",129,415,"no","no",0,85,36.72,114,15.89,109,9.48,10,1.32,2,"no"
"VT",128,510,"no","yes",32,136,37.89,80,22.27,101,8.61,4,2.92,0,"no"
"LA",81,415,"no","yes",36,120,19.7,95,20.11,90,11.48,6,3.16,3,"no"
"MT",114,510,"no","no",0,101,32.27,80,12.55,121,7.77,5,2.86,1,"no"
"NH",50,408,"no","no",0,102,26.3,108,25.33,95,9.46,3,3,0,"no"
"WV",86,415,"no","no",0,104,23.19,110,17.21,86,10.38,1,3.11,3,"no"
"ID",96,408,"no","no",0,86,28.99,88,23.59,117,7.31,6,3.29,1,"no"
"AZ",72,510,"no","no",0,88,46.31,125,9.17,81,8.35,2,3.43,0,"no"
"WV",57,415,"yes","yes",17,94,40.21,94,13.86,117,10.65,3,3.29,2,"no"
"OH",65,510,"no","no",0,117,26.16,122,18.71,147,12.62,3,2.3,2,"no"
"MD",163,408,"no","no",0,120,37.91,98,19.3,125,8.47,5,2.38,1,"no"
"MD",136,415,"no","no",0,74,42.91,81,14.27,110,11.17,3,2.89,2,"no"
"MN",116,408,"no","no",0,84,33.64,113,14.29,145,10.79,6,3.24,1,"no"
"NE",93,408,"no","no",0,74,25.91,88,23.34,120,11.35,5,1.78,3,"no"
"MN",142,510,"no","yes",40,105,40.36,93,14.95,110,9.46,3,2.48,3,"no"
"NY",92,408,"no","no",0,82,45.15,75,15.36,113,9.5,2,2.32,1,"no"
"HI",70,415,"no","no",0,91,33.54,81,25.99,105,7.69,6,1.81,1,"no"
"MO",22,408,"no","yes",14,100,33.85,103,18.85,91,2.96,1,1.13,1,"no"
"NV",37,415,"no","no",0,114,39.73,109,17.67,101,9.57,2,3.24,2,"no"
"MA",51,415,"no","no",0,99,31.13,107,13.61,121,14.03,3,1.89,1,"no"
"NH",174,408,"no","no",0,96,23.7,108,12.19,107,10.13,5,2.7,2,"no"
"UT",68,415,"no","no",0,112,36.36,100,22.14,97,10.52,3,2.27,1,"yes"
"FL",130,415,"no","no",0,70,35.21,115,17.01,100,8.74,2,3.35,1,"no"
"WA",104,415,"no","no",0,78,23.75,119,17.22,102,9.16,5,3.05,2,"no"
"CT",134,408,"no","no",0,91,30.12,105,19.44,113,8.74,3,2.4,2,"no"
"KY",108,415,"no","yes",35,136,28.87,101,14.76,105,9.66,7,2.57,2,"no"
"NM",103,415,"no","no",0,83,29.5,65,20.77,66,9.97,2,2.62,3,"no"
"ND",62,510,"no","no",0,100,27.18,99,14.64,109,11.84,4,1.51,1,"no"
"NV",162,415,"no","no",0,89,19.57,111,16.73,98,9.56,3,3.08,2,"no"
"CA",93,510,"no","yes",19,113,23.26,105,15.26,95,3.2,3,3.38,2,"no"
"ID",42,415,"no","no",0,108,15.67,120,17.95,73,5.81,6,3.54,1,"no"
"IA",36,510,"no","no",0,94,19.91,117,20.01,108,9.96,2,2.43,0,"no"
"OH",143,415,"no","no",0,99,37.96,128,14.2,84,9.14,4,1.22,0,"yes"
"NJ",197,510,"no","no",0,111,26.32,102,14.58,86,10.23,2,2.86,3,"no"
"IA",81,510,"no","no",0,141,44.44,102,18.33,96,12.23,6,2.16,1,"yes"
"CA",103,415,"no","yes",18,84,25.48,84,14.53,112,7.72,7,3.11,0,"yes"
"WY",127,510,"yes","no",0,102,41.17,80,19.22,96,11.34,5,3.75,2,"yes"
"OR",136,510,"no","no",0,99,44.1,125,14.68,78,13.22,6,2.89,1,"yes"
"ME",99,415,"no","no",0,102,37.81,89,15.79,81,10.7,8,3.24,2,"no"
"AR",95,415,"no","no",0,79,11.8,109,16.22,102,9.9,5,2.4,0,"no"
"PA",128,408,"yes","no",0,112,41.68,101,8.63,116,6.85,5,2.89,0,"no"
"HI",117,408,"no","no",0,100,17.39,104,11.49,93,8.99,10,4.24,3,"no"
"MT",48,415,"no","yes",36,92,39.25,121,14.25,87,12.15,4,2.05,3,"no"
"DC",81,510,"yes","no",0,105,38.66,120,17.98,113,11.62,3,3.21,0,"no"
"AR",57,510,"no","no",0,68,32.78,86,13.43,105,10.6,6,3.43,1,"no"
"MS",140,408,"no","no",0,98,27.64,109,17.53,66,6.37,2,2.21,1,"no"
"OH",107,510,"no","yes",38,92,37.3,73,15.34,91,4.68,1,2.97,2,"no"
"MO",56,415,"no","no",0,111,23.32,119,14.1,72,8.2,4,3.86,1,"no"
"TX",159,415,"no","no",0,103,14.91,97,23.65,93,7.68,10,2.84,1,"no"
"MD",102,415,"no","no",0,80,46.09,133,14.62,105,7.61,5,2.78,1,"no"
"CT",107,408,"no","no",0,94,17.58,125,16.09,125,10.22,3,3.89,1,"no"
"SC",106,408,"no","no",0,106,8.87,113,18.71,95,5.05,2,3.08,2,"no"
"SD",75,408,"no","no",0,110,25.08,97,16.29,68,6.08,3,4.43,2,"no"
"CO",86,415,"no","no",0,93,37.03,95,18.25,70,10.29,7,3.05,0,"no"
"ID",169,415,"no","no",0,79,40.07,85,11.64,97,9.94,10,3.59,1,"no"
"AZ",122,510,"no","yes",22,92,34.77,121,11.87,103,9.23,5,2.32,2,"no"
"FL",106,408,"no","no",0,143,30.33,123,21,105,11.7,2,2.59,0,"no"
"MN",52,415,"no","yes",32,68,22.12,77,21.01,87,13.02,5,3.65,2,"no"
"DE",79,415,"no","yes",34,100,17.63,78,20.09,102,11.55,4,4,2,"no"
"MI",135,415,"no","no",0,91,40.78,104,15.05,118,9.77,3,1.59,2,"no"
"MS",70,408,"no","no",0,110,25.23,90,22.7,101,6.82,4,2.4,0,"no"
"MA",80,408,"no","no",0,106,25.26,65,17.92,86,9.17,2,2.7,2,"no"
"CA",37,415,"no","no",0,69,32.49,113,10.98,117,9.34,1,3.48,0,"no"
"MN",161,415,"no","yes",39,76,37.15,94,9.58,121,9.23,4,1.97,1,"no"
"CT",123,415,"no","no",0,126,21.88,94,10,132,8.93,5,2.92,0,"no"
"WV",80,415,"no","yes",38,69,40.22,68,16.79,102,9.43,10,2.57,2,"no"
"NE",105,415,"no","yes",27,96,24,94,14.25,101,12.35,2,3.08,1,"no"
"NC",73,415,"no","yes",31,104,33.05,84,14.96,110,10.35,3,3.11,0,"no"
"NE",112,415,"no","no",0,100,28.49,90,13.13,107,12.66,3,4.67,2,"no"
"IL",179,408,"no","no",0,134,39.87,94,13.96,72,8.61,4,1.65,1,"no"
"MA",57,510,"no","no",0,78,26.21,85,16.72,97,11.41,9,2.73,1,"no"
"AZ",127,415,"no","yes",14,99,24.34,91,14.44,77,9.97,1,3.13,1,"no"
"SD",122,415,"yes","yes",40,80,36.79,90,21.22,99,8.37,4,3.43,1,"no"
"MT",33,510,"no","yes",35,85,27.52,82,12.85,131,8.59,2,2.3,1,"no"
"VT",94,408,"no","no",0,90,20.18,57,17.43,100,7.75,6,2.81,3,"no"
"UT",100,408,"no","no",0,123,30.45,132,16.71,116,8.4,10,2.75,1,"no"
"HI",106,415,"no","no",0,97,25.14,99,17.79,80,7.29,5,2.38,2,"no"
"DC",148,415,"no","yes",38,110,35.56,73,9.91,105,4.93,4,4.46,2,"no"
"WI",120,415,"no","yes",29,140,41.53,89,27.4,83,7.51,6,2.86,0,"no"
"WA",86,510,"no","no",0,92,25.59,95,10.23,96,12.2,2,2.43,1,"no"
"SD",78,415,"no","yes",25,73,33.56,113,25.13,73,9.53,2,3.56,0,"no"
"MT",94,510,"no","no",0,136,27.8,111,12.21,82,11.4,5,3.4,1,"no"
"NJ",85,415,"no","no",0,93,40.27,113,16.8,78,13.91,7,3.08,2,"yes"
"CT",89,415,"no","no",0,77,13.99,80,14.21,70,8.76,4,1.94,1,"no"
"VA",128,415,"no","no",0,111,36.72,115,13.06,74,10.22,4,3.43,1,"no"
